"vendas","descontos","venda_líquida","qtd_unidades","lucro","custo_entrega","custo_implicito","prioridades_pedidos","categorias_produto","sub_categorias_produto","modo_entrega"
571.17,0.05,542.6115,48,129.87,2.36,410.38149999999996,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
135.88,0.1,122.292,24,-75.39,5.59,192.09199999999998,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
857.95,0.08,789.3140000000001,20,51.85,4.0,733.464,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
275.16,0.05,261.40200000000004,23,43.35,5.01,213.04200000000006,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,EXPRESS AIR
662.21,0.01,655.5879,33,256.57,3.62,395.3979,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
100.68,0.0,100.68,36,-45.21,2.4,143.49,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
846.35,0.04,812.496,22,341.53,5.08,465.88599999999997,LOW,OFFICE SUPPLIES,PAPER,EXPRESS AIR
1976.3945,0.0,1976.3945,26,473.36,2.79,1500.2445000000002,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
442.72,0.07,411.7296,44,-168.38,7.94,572.1696,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
326.893,0.07,304.01048999999995,6,-223.21,5.31,521.91049,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
22.78,0.01,22.552200000000003,6,3.96,0.5,18.092200000000002,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
1806.43,0.04,1734.1728,38,134.85,3.61,1595.7128000000002,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1669.88,0.02,1636.4824,29,548.92,14.3,1073.2624,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
2018.45,0.08,1856.9740000000002,29,-812.25,37.58,2631.6440000000002,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1474.33,0.04,1415.3568,31,114.46,3.61,1297.2868,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1302.99,0.02,1276.9302,37,545.49,5.09,726.3502000000001,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
87.68,0.03,85.04960000000001,29,23.14,0.99,60.91960000000002,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
3732.25,0.1,3359.025,46,-1255.86,60.0,4554.885,LOW,FURNITURE,TABLES,DELIVERY TRUCK
144.55,0.07,134.4315,23,-60.17,5.94,188.6615,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
75.89,0.09,69.0599,13,-31.01,5.15,94.9199,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
586.11,0.11,521.6379000000001,43,98.44,4.98,418.21790000000004,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
75.14,0.05,71.383,42,0.82,0.7,69.863,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
3874.12,0.0,3874.12,27,-305.98,54.74,4125.360000000001,CRITICAL,FURNITURE,BOOKCASES,DELIVERY TRUCK
840.07,0.0,840.07,34,-83.75,16.92,906.9000000000001,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
4789.89,0.09,4358.7999,48,421.15,26.22,3911.4298999999996,HIGH,FURNITURE,BOOKCASES,DELIVERY TRUCK
430.88,0.05,409.336,40,39.0,5.25,365.086,CRITICAL,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
82.06,0.07,76.3158,7,-26.99,7.19,96.1158,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
913.41,0.01,904.2759,29,237.14,1.25,665.8859,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
213.71,0.06,200.8874,49,-208.02,6.72,402.1874,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
133.66,0.07,124.3038,23,-5.6,2.27,127.6338,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
127.74,0.04,122.6304,7,-5.57,4.0,124.2004,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
325.92,0.03,316.1424,33,-36.47,7.29,345.3224,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
325.24,0.05,308.978,50,-79.42,5.27,383.12800000000004,MEDIUM,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1414.05,0.09,1286.7855,42,161.48,14.72,1110.5855,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
1765.05,0.05,1676.7975,40,749.22,2.99,924.5874999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
12.8,0.0,12.8,4,-2.21,0.7,14.310000000000002,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
978.77,0.06,920.0438,25,220.91,13.26,685.8738000000001,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
129.44,0.02,126.85119999999999,46,-5.54,1.3,131.0912,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
1829.387,0.02,1792.79926,32,482.45,3.9,1306.4492599999999,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
813.535,0.0,813.535,42,435.95,0.99,376.59499999999997,HIGH,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
1880.8,0.07,1749.144,47,775.88,1.99,971.274,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
5350.61,0.09,4869.0551,34,-1059.2,60.49,5867.7651,CRITICAL,FURNITURE,BOOKCASES,DELIVERY TRUCK
1058.45,0.01,1047.8655,36,-386.02,19.99,1413.8955,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
118.98,0.05,113.031,8,-12.77,7.27,118.531,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
820.5645,0.09,746.7136949999999,5,-800.25,8.99,1537.973695,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
3332.06,0.09,3032.1746,35,412.63,19.99,2599.5546,LOW,TECHNOLOGY,OFFICE MACHINES,REGULAR AIR
881.32,0.02,863.6936000000001,18,373.67,5.09,484.9336,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
22.77,0.03,22.0869,5,-6.2,1.6,26.686899999999998,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
220.7875,0.09,200.916625,5,-305.32,5.0,501.236625,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
160.29,0.01,158.6871,20,1.35,4.0,153.3371,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
124.81,0.06,117.3214,3,-11.94,2.99,126.2714,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
706.68,0.1,636.012,47,6.6,5.45,623.9619999999999,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
310.87,0.07,289.1091,15,-21.48,4.0,306.58910000000003,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
6408.3,0.1,5767.47,24,539.54,35.67,5192.26,NOT SPECIFIED,FURNITURE,TABLES,DELIVERY TRUCK
63.71,0.01,63.072900000000004,27,-96.03,5.33,153.7729,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1751.68,0.1,1576.5120000000002,43,771.83,2.99,801.6920000000001,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,EXPRESS AIR
86.47,0.07,80.4171,17,-9.35,2.99,86.7771,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
684.5,0.02,670.81,31,-27.99,8.99,689.81,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
435.27,0.05,413.50649999999996,27,-147.51,8.99,552.0264999999999,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
723.82,0.05,687.629,26,-40.98,19.46,709.149,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1684.96,0.08,1550.1632,16,-553.06,35.0,2068.2232,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
5015.051,0.05,4764.29845,30,1090.43,4.2,3669.66845,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
168.66,0.08,155.1672,45,-167.06,5.13,317.09720000000004,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
2560.59,0.07,2381.3487,34,670.96,7.18,1703.2087000000001,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
189.04,0.08,173.9168,16,-74.77,8.6,240.08679999999998,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
2116.62,0.06,1989.6227999999999,37,745.45,13.88,1230.2927999999997,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
27.05,0.0,27.05,12,1.0,0.83,25.220000000000002,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
455.34,0.06,428.01959999999997,20,-932.55,53.03,1307.5396,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,DELIVERY TRUCK
1584.1,0.07,1473.213,27,-478.22,36.61,1914.823,NOT SPECIFIED,FURNITURE,BOOKCASES,DELIVERY TRUCK
2329.646,0.1,2096.6814000000004,35,-310.24,0.99,2405.9314000000004,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
275.06,0.05,261.307,36,-237.87,11.15,488.02700000000004,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
3699.22,0.05,3514.259,45,565.18,30.06,2919.0190000000002,HIGH,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
48.93,0.0,48.93,6,-38.72,10.05,77.6,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
397.55,0.08,365.746,5,-152.47,6.13,512.086,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
676.26,0.06,635.6844,34,181.98,5.77,447.9344,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
451.32,0.04,433.2672,42,1.16,5.16,426.94719999999995,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
217.66,0.1,195.894,15,-24.91,6.75,214.054,HIGH,OFFICE SUPPLIES,APPLIANCES,EXPRESS AIR
1374.67,0.08,1264.6964,5,-126.34,23.19,1367.8464,HIGH,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
283.58,0.03,275.07259999999997,42,-14.23,4.95,284.3526,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
82.15,0.03,79.6855,35,-6.33,1.12,84.8955,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
76.42,0.02,74.8916,12,20.44,0.83,53.6216,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,EXPRESS AIR
4891.86,0.02,4794.0228,27,253.14,55.24,4485.6428,HIGH,OFFICE SUPPLIES,APPLIANCES,DELIVERY TRUCK
6039.1,0.01,5978.709000000001,37,-345.92,66.27,6258.359,HIGH,FURNITURE,BOOKCASES,DELIVERY TRUCK
206.49,0.05,196.1655,31,80.07,1.34,114.75550000000001,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
80.54,0.01,79.7346,41,-18.72,0.76,97.6946,HIGH,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
1217.62,0.03,1181.0913999999998,8,-221.5,36.09,1366.5013999999999,NOT SPECIFIED,FURNITURE,BOOKCASES,DELIVERY TRUCK
1725.0325,0.08,1587.0299,32,206.35,8.99,1371.6899,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
82.97,0.04,79.6512,20,32.5,0.5,46.6512,CRITICAL,OFFICE SUPPLIES,LABELS,REGULAR AIR
512.83,0.01,507.7017,24,-221.56,11.52,717.7417,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
41.23,0.09,37.519299999999994,35,-21.51,0.7,58.32929999999999,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
5403.37,0.06,5079.1678,39,948.79,17.85,4112.5278,NOT SPECIFIED,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
381.1995,0.08,350.70354,7,-233.56,8.99,575.2735399999999,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,EXPRESS AIR
135.2,0.02,132.49599999999998,32,59.4,0.5,72.59599999999998,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
5428.49,0.05,5157.0655,35,-1046.78,60.2,6143.6455,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
5178.17,0.03,5022.8249,41,531.69,30.0,4461.134899999999,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
535.24,0.01,529.8876,32,216.43,3.73,309.7276,HIGH,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
563.08,0.1,506.77200000000005,32,112.97,5.23,388.572,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
2788.04,0.01,2760.1596,34,-849.18,35.0,3574.3396,MEDIUM,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
192.12,0.04,184.4352,5,-74.85,1.99,257.2952,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
3917.61,0.08,3604.2012,33,40.76,56.14,3507.3012,MEDIUM,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
56.47,0.05,53.646499999999996,4,-29.9,4.59,78.9565,MEDIUM,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
216.25,0.09,196.7875,19,58.84,2.85,135.0975,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
2066.16,0.02,2024.8367999999998,50,372.36,17.48,1634.9968,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
937.62,0.03,909.4914,42,187.2,5.94,716.3514,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
1861.36,0.0,1861.36,40,627.85,4.62,1228.8899999999999,NOT SPECIFIED,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
33.02,0.08,30.378400000000003,11,8.4,0.5,21.4784,NOT SPECIFIED,OFFICE SUPPLIES,LABELS,REGULAR AIR
199.16,0.1,179.244,5,-64.87,1.99,242.124,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
967.27,0.07,899.5611,28,309.31,7.5,582.7511,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
483.74,0.02,474.0652,45,206.27,1.79,266.00519999999995,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,REGULAR AIR
159.65,0.06,150.071,27,-1.79,2.27,149.59099999999998,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
7452.137,0.02,7303.09426,43,2028.36,5.99,5268.74426,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
173.11,0.02,169.64780000000002,37,-121.58,5.15,286.0778,HIGH,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
86.68,0.08,79.74560000000001,11,-474.91,49.0,505.65560000000005,HIGH,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
833.51,0.05,791.8344999999999,41,364.99,1.49,425.3544999999999,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
80.61,0.02,78.9978,15,-4.72,2.99,80.7278,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
4605.36,0.02,4513.252799999999,18,678.26,43.32,3791.6727999999994,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
1031.06,0.03,1000.1282,9,39.36,1.99,958.7782,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
138.31,0.07,128.6283,14,-31.16,6.02,153.7683,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
30.62,0.01,30.3138,17,-1.56,0.7,31.1738,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
2266.7,0.07,2108.031,12,180.8,23.76,1903.4709999999998,HIGH,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
38.99,0.09,35.480900000000005,23,-33.52,1.99,67.0109,HIGH,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
80.33,0.09,73.1003,48,-12.95,0.83,85.22030000000001,CRITICAL,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
6244.18,0.09,5682.2038,42,470.3,30.0,5181.9038,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
239.75,0.09,218.1725,41,105.91,0.5,111.76250000000002,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
150.2,0.0,150.2,30,62.46,0.8,86.93999999999997,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
1753.51,0.02,1718.4398,42,155.72,9.2,1553.5198,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
55.81,0.03,54.1357,7,-35.04,8.73,80.44569999999999,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
373.07,0.07,346.9551,38,149.53,1.09,196.33510000000004,HIGH,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
161.02,0.08,148.13840000000002,37,32.19,1.49,114.45840000000001,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
679.95,0.08,625.5540000000001,39,-93.3,8.65,710.2040000000001,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
1579.56,0.01,1563.7644,44,699.64,4.92,859.2044,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
265.88,0.05,252.58599999999998,46,-90.9,5.01,338.476,NOT SPECIFIED,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
426.34,0.0,426.34,31,73.53,5.16,347.65,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
3093.864,0.07,2877.29352,19,286.4,5.26,2585.63352,NOT SPECIFIED,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
232.21,0.0,232.21,6,-14.03,14.72,231.52,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
88.3,0.09,80.353,16,-12.14,2.27,90.223,NOT SPECIFIED,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
938.86,0.05,891.917,29,22.21,17.08,852.627,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
191.55,0.08,176.226,26,7.17,3.68,165.376,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
503.17,0.01,498.1383,46,-10.21,4.68,503.6683,NOT SPECIFIED,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
453.99,0.05,431.2905,14,14.61,8.99,407.6905,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
284.58,0.03,276.0426,37,33.81,4.0,238.2326,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1010.26,0.01,1000.1573999999999,9,271.5,19.99,708.6673999999999,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
990.5,0.04,950.88,23,323.73,1.99,625.16,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
651.9,0.16,547.596,49,-74.51,6.85,615.256,CRITICAL,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1837.44,0.01,1819.0656000000001,36,-1414.41,54.11,3179.3656,HIGH,FURNITURE,BOOKCASES,DELIVERY TRUCK
2575.01,0.09,2343.2591,27,231.46,19.99,2091.8091000000004,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
85.49,0.08,78.65079999999999,32,5.72,0.7,72.23079999999999,LOW,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
926.3,0.09,842.933,15,-503.8,35.0,1311.733,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
68.66,0.06,64.54039999999999,2,-29.6,5.76,88.3804,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
201.09,0.08,185.0028,30,-56.22,5.66,235.5628,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
191.67,0.03,185.91989999999998,17,6.02,3.37,176.52989999999997,HIGH,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
2752.0,0.06,2586.88,28,336.47,19.99,2230.42,NOT SPECIFIED,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
72.82,0.02,71.36359999999999,12,5.03,2.5,63.83359999999999,NOT SPECIFIED,OFFICE SUPPLIES,ENVELOPES,REGULAR AIR
64.46,0.01,63.8154,13,25.16,0.5,38.1554,LOW,OFFICE SUPPLIES,LABELS,REGULAR AIR
298.12,0.09,271.2892,50,137.67,0.5,133.1192,MEDIUM,OFFICE SUPPLIES,LABELS,REGULAR AIR
4411.5,0.1,3970.35,37,-1799.35,70.2,5699.5,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
3722.29,0.04,3573.3984,36,950.68,13.99,2608.7284000000004,HIGH,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
213.35,0.01,211.2165,29,63.78,2.0,145.4365,LOW,OFFICE SUPPLIES,PAPER,REGULAR AIR
447.42,0.05,425.04900000000004,44,41.3,4.78,378.96900000000005,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
90.88,0.04,87.2448,41,8.06,0.78,78.4048,CRITICAL,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
29.05,0.08,26.726,4,-20.9,4.32,43.306,MEDIUM,TECHNOLOGY,COMPUTER PERIPHERALS,EXPRESS AIR
1314.64,0.03,1275.2008,23,575.38,6.79,693.0308000000001,HIGH,OFFICE SUPPLIES,PAPER,EXPRESS AIR
638.91,0.02,626.1318,49,77.48,3.14,545.5118,CRITICAL,OFFICE SUPPLIES,"SCISSORS, RULERS AND TRIMMERS",REGULAR AIR
2332.23,0.02,2285.5854,46,1085.93,7.23,1192.4253999999999,NOT SPECIFIED,OFFICE SUPPLIES,PAPER,EXPRESS AIR
4610.35,0.08,4241.522,33,751.58,17.85,3472.0919999999996,LOW,TECHNOLOGY,OFFICE MACHINES,DELIVERY TRUCK
610.07,0.07,567.3651,18,-157.56,19.19,705.7350999999999,LOW,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
181.49,0.1,163.341,14,-29.54,5.5,187.381,LOW,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
28.05,0.09,25.5255,4,-5.41,2.17,28.7655,HIGH,OFFICE SUPPLIES,PAPER,REGULAR AIR
248.86,0.08,228.9512,41,-168.67,7.5,390.1212,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
278.01,0.03,269.6697,42,-202.31,8.73,463.24969999999996,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
281.81,0.07,262.0833,50,42.45,0.96,218.67330000000004,MEDIUM,OFFICE SUPPLIES,PENS & ART SUPPLIES,REGULAR AIR
243.23,0.07,226.20389999999998,14,35.33,1.99,188.88389999999998,CRITICAL,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
1326.51,0.03,1286.7147,24,58.17,8.99,1219.5547,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
127.9,0.07,118.947,31,54.21,0.5,64.237,HIGH,OFFICE SUPPLIES,LABELS,REGULAR AIR
110.74,0.09,100.7734,17,-70.31,7.49,163.5934,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
73.82,0.08,67.9144,26,2.01,1.49,64.4144,HIGH,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
154.85,0.05,147.1075,38,-136.55,5.13,278.52750000000003,MEDIUM,OFFICE SUPPLIES,APPLIANCES,REGULAR AIR
4941.7725,0.1,4447.59525,32,704.89,8.99,3733.7152500000007,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
1155.5835,0.04,1109.36016,24,-127.0,5.0,1231.36016,LOW,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
311.44,0.04,298.9824,32,74.07,1.99,222.92239999999998,LOW,TECHNOLOGY,COMPUTER PERIPHERALS,REGULAR AIR
77.57,0.0,77.57,19,-67.49,5.47,139.58999999999997,CRITICAL,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
12689.87,0.04,12182.2752,44,-169.23,154.12,12197.385199999999,CRITICAL,FURNITURE,TABLES,DELIVERY TRUCK
905.32,0.02,887.2136,24,389.07,5.09,493.0536,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
1702.499,0.08,1566.29908,16,162.11,5.26,1398.9290799999999,MEDIUM,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
90.96,0.02,89.1408,48,-30.11,1.56,117.6908,LOW,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
632.55,0.05,600.9224999999999,27,165.35,8.99,426.58249999999987,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
1997.13,0.05,1897.2735,32,720.45,14.48,1162.3435,LOW,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
64.13,0.1,57.717,10,-28.97,5.27,81.417,LOW,OFFICE SUPPLIES,BINDERS AND BINDER ACCESSORIES,REGULAR AIR
492.71,0.02,482.8558,24,67.01,8.68,407.1658,MEDIUM,OFFICE SUPPLIES,PAPER,REGULAR AIR
760.2485,0.04,729.83856,16,29.8,3.3,696.7385600000001,CRITICAL,TECHNOLOGY,TELEPHONES AND COMMUNICATION,REGULAR AIR
215.65,0.01,213.4935,17,77.38,2.85,133.26350000000002,LOW,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
5041.46,0.06,4738.9724,43,-2136.66,70.2,6805.4324,CRITICAL,FURNITURE,CHAIRS & CHAIRMATS,DELIVERY TRUCK
282.98,0.06,266.00120000000004,45,-237.47,8.88,494.5912000000001,CRITICAL,OFFICE SUPPLIES,PAPER,REGULAR AIR
1140.26,0.04,1094.6496,39,387.2,8.55,698.8996,NOT SPECIFIED,FURNITURE,OFFICE FURNISHINGS,EXPRESS AIR
2645.8,0.0,2645.8,31,-684.78,35.0,3295.58,NOT SPECIFIED,OFFICE SUPPLIES,STORAGE & ORGANIZATION,REGULAR AIR
3202.25,0.09,2914.0475,44,991.26,19.99,1902.7975000000004,MEDIUM,FURNITURE,OFFICE FURNISHINGS,REGULAR AIR
35.64,0.05,33.858000000000004,10,-0.71,1.63,32.938,MEDIUM,OFFICE SUPPLIES,RUBBER BANDS,REGULAR AIR
